bench_array_conc_write_reads_ops_10_90.rb;1;FixedSize;1553.54250771888
bench_array_conc_write_reads_ops_10_90.rb;2;FixedSize;2953.35955096245
bench_array_conc_write_reads_ops_10_90.rb;4;FixedSize;5831.62989833198
bench_array_conc_write_reads_ops_10_90.rb;8;FixedSize;11837.8819646499
bench_array_conc_write_reads_ops_10_90.rb;16;FixedSize;22087.4356922105
bench_array_conc_write_reads_ops_10_90.rb;32;FixedSize;46859.0953410562
bench_array_conc_write_reads_ops_10_90.rb;40;FixedSize;52359.4647283231
bench_array_conc_write_reads_ops_10_90.rb;48;FixedSize;57466.1130293025
bench_array_conc_write_reads_ops_10_90.rb;56;FixedSize;64865.6648804687
bench_array_conc_write_reads_ops_10_90.rb;64;FixedSize;70225.7061868706
bench_array_conc_write_reads_ops_10_90.rb;1;FastLayoutLock;995.650962503701
bench_array_conc_write_reads_ops_10_90.rb;2;FastLayoutLock;1725.02960309896
bench_array_conc_write_reads_ops_10_90.rb;4;FastLayoutLock;3396.54524271922
bench_array_conc_write_reads_ops_10_90.rb;8;FastLayoutLock;3410.39272162987
bench_array_conc_write_reads_ops_10_90.rb;16;FastLayoutLock;12145.465278599
bench_array_conc_write_reads_ops_10_90.rb;32;FastLayoutLock;10322.36228377
bench_array_conc_write_reads_ops_10_90.rb;40;FastLayoutLock;25535.6635732252
bench_array_conc_write_reads_ops_10_90.rb;48;FastLayoutLock;28547.5899679833
bench_array_conc_write_reads_ops_10_90.rb;56;FastLayoutLock;30297.854854593
bench_array_conc_write_reads_ops_10_90.rb;64;FastLayoutLock;37372.2033088518
bench_array_conc_write_reads_ops_10_90.rb;1;LayoutLock;969.682923001531
bench_array_conc_write_reads_ops_10_90.rb;2;LayoutLock;1692.76747116721
bench_array_conc_write_reads_ops_10_90.rb;4;LayoutLock;3253.23054170648
bench_array_conc_write_reads_ops_10_90.rb;8;LayoutLock;4542.16145401698
bench_array_conc_write_reads_ops_10_90.rb;16;LayoutLock;12299.8964808573
bench_array_conc_write_reads_ops_10_90.rb;32;LayoutLock;26071.8114358862
bench_array_conc_write_reads_ops_10_90.rb;40;LayoutLock;25765.6151432919
bench_array_conc_write_reads_ops_10_90.rb;48;LayoutLock;28777.7277165339
bench_array_conc_write_reads_ops_10_90.rb;56;LayoutLock;25703.8900586248
bench_array_conc_write_reads_ops_10_90.rb;64;LayoutLock;37019.8984970184
bench_array_conc_write_reads_ops_10_90.rb;1;StampedLock;764.757415703701
bench_array_conc_write_reads_ops_10_90.rb;2;StampedLock;977.423934108462
bench_array_conc_write_reads_ops_10_90.rb;4;StampedLock;1231.41815252941
bench_array_conc_write_reads_ops_10_90.rb;8;StampedLock;580.123282429439
bench_array_conc_write_reads_ops_10_90.rb;16;StampedLock;683.768184744275
bench_array_conc_write_reads_ops_10_90.rb;32;StampedLock;583.89891173028
bench_array_conc_write_reads_ops_10_90.rb;40;StampedLock;628.538130466549
bench_array_conc_write_reads_ops_10_90.rb;48;StampedLock;618.482676738183
bench_array_conc_write_reads_ops_10_90.rb;56;StampedLock;553.76458889705
bench_array_conc_write_reads_ops_10_90.rb;64;StampedLock;572.24054592151
